Text,sentiment
"I've ordered this product from the company that manufactures it and they make you pay extra to ship it in a cool pack, because it should be kept refrigerated (which it says on the bottle). I'm an avid Amazon fan, so was thrilled to find it here. It came in a regular box, at room temperature. I returned it. Why spend that much to have it lose potency in shipping and very likely storage in the warehouse? Went back to ordering directly from Klaire Labs.",negative
"I had to swear off coffee for health reasons - and chocolate too.  Arghhh!<br />But Ovaltine Malt in hot milk made me feel like I wasn't completely sacrificing.<br />And the vitamins and minerals made me feel OK about adding all that sugar to my diet.<br />NOW - - they've changed the recipe!  It used to have about 3 times the vitamins - especially B's - that it does now!<br />I had noticed a change in taste - it wasn't as rich - and clumped up more.<br />Then I looked at the label.<br />WHY?  Another very disappointed fan.<br />It's like the new coke thing.  Somebody screwed up - and they will be losing lots of loyal customers, like me.",negative
"these chips are the best snack around!  look at other companies & you'll notice many are from china.  love that these are USA, organic, baked & taste wonderful.  perfect for everyone",positive
"Long story short - these are very tasty. We have purchased a number of flavors from this brand, this is my favorite.<br /><br />BUT... as noted by another reviewer - these contain MSG in the form of ""Yeast Extract"".<br /><br />It has become a popular means of hiding MSG lately by calling it different things, as a person who now finds himself having to use more caution in what I consume I find the whole process of hiding in plain site very bothersome.<br /><br />Also, the bag is not very large, but half of it is air. This may well help in shipping, but when paying a premium price for 'organic' it just seems more deceptive.",negative
This items doesn't taste good at all and i was very unhappy to learn that they would not let me return the unopened boxes of this order.,negative
"The Timothy's Decaffeinated coffee, has a great taste with out any bitterness. The coffee is full bodied and flavorful regardless of the size brewed.<br />Purchasing through Amazon.Com was easy and delivery was exceptionally rapid. I will be back for more coffee, and of course other things from Amazon.",positive
It smells like raspberry and cinnamon and is not too strong. It is great on cold nights to help warm you up.,positive
"I was reluctant to try the Velveeta skillets dinner kit because I cannot stand hamburger helper and this product reminded me of it. However I was really surprised by how much I liked it. This box meal is just bursting with flavor unlike other box meals. You can really taste all the ingredients of the cheese, broccoli, and chicken. The Velveeta brand box meals are the best that I have tried thus far. They are really simple to make and make a good size dinner portion. For the price you cannot go wrong with Velveeta Chicken and Broccoli Skillets Dinner Kit. These are a hit with the family as well. So what are you waiting for? Go out and buy one today and you will not be disappointed.",positive
"These were not good at all... too spicy. Too ""limey""... the crunch factor was really awful... felt like my teeth were going to break.  (Love the name... the chips were AWFUL!) Wound up throwing the bag away.",negative
"My maltipoo is pretty picky with food and treats and she absolutely hates these treats. I've tried offering them to her and she won't eat it. I tried putting them in her food and she'll just pick around it. I've only tried peanut butter and salmon. I bought all three flavors. I plan on trying the chicken one soon to see if she likes that one, but I don't think it'll win her over",negative
"The taste and aftertaste of sucralose is artificial and unpleasant.<br /><br />Xylitol can have a bit of an aftertaste sometimes but it generally tastes more like real sugar and has less of an aftertaste. It also helps to combat tooth bacteria. Erythritol is nice for some uses because it's basically non-caloric. I've tried all the sugar replacements, and I prefer xylitol for most things (baking especially), and erythritol for other things (chocolate, lemonade, et cetera).<br /><br />The best news is there is no debate about toxicity when it comes to xylitol and erythritol, unlike Stevia extracts, aspartame, saccharine, and sucralose. Everyone agrees that these sugar alcohols are non-toxic (except don't feed dogs xylitol because they can't metabolize it correctly).<br /><br />I see no reason to pay so much for sucralose, which is several hundred times ""sweeter"" than sugar so should not be so expensive. Maltodextrin, the bulking agent, isn't expensive to produce either.",negative
"Love the product, but unfortunately this time 3/4 of the box were just bars of nuts and no white chocolate.  Appears to be a production issue.",negative
"Annie's has a great line of food, and this macaroni and cheese is great. Kids like it; grown-ups like it!!",positive
"I agree with the other review, these chips are not for a sore mouth or tender gums. The chips are very hard and the taste is delightful if you enjoy the salt/vinegar combo. Unfortunately, every bag I received in that case was over cooked! They were very dark and only a few golden brown chips in each bag. They definitely need to improve that!",negative
"While German chocolate tastes very good, I grew up with it, charging $4.99 for this is pretty lame, yes I did read the description and bought it, however this store or seller is taking it from the living, in other words, I don't think I come back to buy, to expensive!",negative
"Start with 5 bears every few hours or so and work yourself up to 25- 50  bears per day. If your not sensitive then you will be able to do this. You will need to do this before binging, if you stop consumption of the substance then binge again the bears will make a cheap date of you and your sure to be held hostage in the bathroom.",positive
"Worst tasting peanut brittle ever (if it even earns the rating to be classified as peanut brittle).<br />It simply just doesn't taste the way good peanut brittle should taste.<br />At first glance, it looks good in appearance; but don't let that fool you- it tastes absolutely awful of plastic, preservatives, with peanuts.",negative
"product is advertised as box candies but are delivered into cheap plastic bags ( not the fancy candy bags ) and broken as CRUMBS instead of impeccable hard candies.<br />That ruined my Holiday Party as i had intended to use use for stuffings. Had to rush to the local candy store and get others.<br />At $9.99 a pound, i call that a scam.",negative
"Sent for Mom's birthday (she turned 81), thought this would be nice to send to her.  Mom loved the basket, it arrived a day earlier than what Amazon said it would!  She loved the snacks,complained about the weight she was going to gain, so I took that as a good sign.  It was a perfect order. She is picky, so I consider this a home run!",positive
Had these at my kid's combined bday party. They loved them. Big hit and they were so good tasting. I would recommend these anytime.. They are actually white chocolate,positive
"I wanted to try the products from 100% pure. The eye cream I ordered made my eyes swell up really bad. I contacted the company via e-mail to find out how to return it. I followed their directions and mailed it all back to them with a copy of the e-mail. I did not hear from them, and weekly e-mails were not returned for 3 months! Not only did they not honor the original promise to refund my money after returning the products, they said I could call in for a credit instead. So here I am with no products, and a ""credit"" for more of what made me miserable. There are better natural cosmetic companies out there. Stay away.",negative
"I purchased a bottle of this product a year or so ago. The main reason was to provide me with a tool to start the process of creating a stir fry. Normally, I used olive oil tobegin the process. After heating it, I'd add the components of the stir fry.<br /><br />However, when I saw this on the shelf of a local grocery store, I thought that it might add a nice twist to starting off a stir fry. Now, this small bottle is just about empty (I have used it quite a bit when doing a stir fry). And once it is gone, I'll replace it with another bottle of the same sesame oil.",positive
I have even written to Hershey's to ask what happen to the Dutch Processed Cocoa (silver can) and they tried to tell me that the new can was the same thing.  Do they think we are stupid?  The cocoas DO NOT even look or taste the same!!!  What's up with Hershey's? Does it have anything to do with their move to Mexico??  I just don't get it.  Why would a product that so many people LOVE be taken off the shelf??  Something just doesn't add up here.  I've given up on the Hershey's cocoa that my mother used to make her famous fudge for years.  Really hated to see this one go.,negative
"I am the type of person who gets tired and starts yawning when I am out at a bar... that is untill I discovered Rock Star.  This one is my favorite flavor, but they all get the job done.  I am a much more fun person with half a rockstar in me, and I would recommend it to anyone who needs to keep themselves a bit more awake late at night.",positive
"I really love sazon, I grew up on this stuff. I would love to use it again if they would get with the times and cut out the MSG. Everyone knows MSG is horrible for you, I'm sure Goya got the memo as well.",negative
I buy these keenan farms pistachios about once a month.  Rarely an empty or one requiring a jack hammer to open! They are delicious too!,positive
"I only drink organic coffee at home. That's why I was excited to read the reviews on this product. All I can say is I'm really glad I also bought Starbucks Via. This stuff is awful! It doesn't even taste like coffee. I'm somewhat flexible. I'm not really that picky. I can drink just about any coffee in an ""emergency."" I could not drink this stuff. I don't really know how to describe this product. When I tried the Starbucks I was very impressed, however. To me it tasted like what you'd get at an actual Starbucks.<br /><br />Take my word for it, go with Starbucks. It's not organic, but at least you can drink it.",negative
"My dog was pretty confused when I put this in his face. Whenever I do he'll lick it once or twice then step back and look at me like, ""Can I have a real treat now?"" At least he doesn't hate it, but he sure doesn't get excited about this whenever I pull it out.<br /><br />But don't go off my review alone, other dogs seem to like it. Just not my poodle.",negative
"I have been an amazon prime member for a few years, a celiac for 5 years and buy ALOT of stuff thru amazon but have never reviewed any of the items I have purchased, until now. I was hopeful when I saw these at a local store, but cautiously optimistic, as I have a small son with celiac too and love the idea he could know what a smore was. We were so excited, we opened the box in the car. My son loved them and couldnt understand why mommy was crying. THEY ARE THAT GOOD! I highly recommend them.",positive
mmmmm good !! I love popcorn.  These guys sell awesome popcorn.  I have purchased full cases.  Have not been disappointed!,positive
"As others have said, I find this tea to have an unpleasant off flavor. I am admittedly an ""unsophisticated"" tea drinker. I have consistently preferred Lipton Orange Pekoe tea over all the other teas I have bought in various fancy specialty stores. I don't justify my taste, just report it. I won't discard this tea, it's drinkable with lemon and sugar. But next time I'm spending the few extra bucks to get Lipton.<br /><br />I wish I'd ordered the $2 sample before buying 2 pounds. I should know better.",negative
I used Amazon because it was less expensive than buying at store on sale.  Also sometimes it is hard to find the Lemon Ginger tea.,positive
"The title says it all. Great flavor, hint of spice, excellent crunch. We eat Kettle chips by the truck load at my house, we like all the flavors but this one far and away is our favorite, never enough bags to get us to our next shipment. I just wish Amazon could get the larger bags on subscribe and save! If you buy these make sure you have enough for everyone otherwise you may not get enough for yourself!!!",positive
"This has been running much less than other K cups so I gave it a try.<br /><br />Lower cost than K-cups but more than using an Ekobrew cup with your favorite coffee.<br /><br />Much stronger smell when you open a plastic package.  Not a pleasant coffee smell but some people like that dark a roasting, look at Starbucks.<br /><br />Cons: not very complex, darker almost burnt roasting, some bitterness.<br /><br />If your preferences are more to the Nantucket Blend on the roasting scale this is not for you.<br /><br />Added, I see they have a Breakfast Blend which according to reviews is milder and more complex. However they helpfully point out it is still roasted more than other brands and I believe the amount of roasting is part of my objection to the flavor.",negative
"This thing tastes more like beach sand, than falafel. Whoever gave it a positive review probably never tried real falfel.",negative
"Be sure you understand they are asking you to give them about $40 for only **7** squeezies. That makes them nearly $6 each!!!! For fruit sauce??? There are SEVERAL other brands which offer the same thing--pureed fruits and vegetables in soft squeezy packages that can be sucked out by toddlers in carseats--and they are selling for around $35 for ***24***packages of squeezies. See that difference? The stuff tastes just as good, I've tried them. In fact, the broccoli one of Ella's is disgusting, in my opinion. I like the brand that starts with a ""P"", second word Organics. Not the bunny. These get one star for pricing. The star is given because the product is nice, but 4 stars are taken away because of the complete highway robbery of offering these in a pack of only 7 for $39.95. Don't encourage them.",negative
"My cat come running from any where, even if she ran outside. Her favorite treat and I just read it's discontinued, if anyone knows where I can get any more from I'll buy them all.",positive
"I bought 5 lbs of this instead of my usual order from Sweet Maria's.  I had some of each on hand to compare, and right away I saw that the Coffee Bean Direct beans were full of misshapen beans and even a few stones.  When it came to roasting, it was much more difficult to get an even roast in my iRoast2.  When I drank the first few cups, the difference was even more striking.  I will be pawning this off on my relatives who don't know better, and ordering a replacement from Sweet Marias.<br /><br />As bad as this review is, there is nothing horrible about the beans, but with an equally priced and far supperior competitor out there, there is no reason to buy this one.",negative
"We love this stuff. It goes on everything, from eggs to tacos This is the second time we've purschased it.",positive
"The Summer Berry has an overwhelming flavor of dried blueberries, and I couldn't taste anything else.  I won't get this again.",negative
The delivery was on time and produce was well packaged.  I was disappointed in the taste of the product though.  I'm trying to find the old blondies I used to make about 30 years ago and haven't been able to find that taste yet.,negative
"I have a friend who is very partial to ""Bonne Maman Damson Plum Preserves"", but has great difficulty in finding it.  I was so happy to see it listed in Amazon, and ordered the package of 6 jars for $40, planning it as a Christmas gift.  Instead, I received plain ""Bonne Maman Damson Plum"".  Personally, I don't care for plum jam, so I have no idea if there is a difference or not, but my friend was VERY specific.  In any case, the plum preserves (minus the ""damson"") are available in my local grocery stores for about half the price charged here.",negative
Hubby and I both shared the dring and we both liked it.  I really liked the fact that there was no added sugar in this drink.  It's a nice combination of flavors.  I found it a little too carbonated but he thought it was just right.<br /><br />I would buy it if it came in a larger can. Hence only 4 stars. I think this can is too small.  Too much aluminum thrown out.  I recyle everything but most people I know just toss it.  Otherwise I would buy this drink.,positive
"Maybe I am doing something wrong, but these are so rubbery and have zero flavor. I wouldn't buy then again",negative
I bought this brand because I heard good things about it and I was comfortable with the ingredients that were list. When I tried to feed it to my dog he would not touch it and usually he is not a picky eater. This is not a negative review in any way against the product itself but just an FYI to other pet owners.,negative
"I was so excited to try this. I love Starbucks. I got to work put 2 pods into my coffee maker, I thought that might be a little strong but I like it that way. It finished and I did not even have to take more than a sip, looked and tasted like colored water. I poured it back in and ran it through again, no better. I am so disappointed. I even added another pod, no better. I would never have expected this from a Starbucks product. I'd like to say I will give it another chance but it is too expensive to take a chance on.",negative
Doesn't really taste like anything specific. But you can use it to make your black rice sushi or other creations. The rice is really sticky. I'm definitely buying again. Wish they had larger portions.,positive
"This is my favorite rich coffee.  I prefer a dark coffee, but I don't care for Italian or French roasts.  This is very smooth and has none of the acidic bites that some coffees have.  This is deep and dark and smooth and rich.  Highly recommended.",positive
"These are a tasty treat but I would not eat one everyday. I like all nuts in bar - honey roasted peanuts, almonds and cashews. I like them separately but having them together blended really nicely, I was surprised!<br /><br />I was very impressed with the size of the bar. Compared to other bars they are a generous size. I think I will be buying them in the near future. Great taste and fair size.<br /><br />Update: March 2012, I liked these so much I bought more. They are not healthy for you but are very tasty. I try to eat one every few days.",positive
"I received a package with 93 tea bags instead of 100.<br /><br />But tea is tasty. Stash company, please count better.",negative
My husband uses his voice for a living & often when over using it he developes a great deal of congestion & the Ginger Chews is very soothing for him.,positive
my dog loves these treats and it makes it very easy for me to give him his meds!,positive
"I have been looking for more culinary lavender for awhile after using up all that I grew a couple of seasons back. Lavender cookies, infused oils, and teas make great homemade gifts for the holidays. The lavender was well packed and smelled great!",positive
"This bread mix is excellent.  Yes, you have to provide a lot of extra ingredients (sour cream, bananas, eggs butter).  But it is very, very good.",positive
This toy did not last. I have a boxer and he chewed the rope off the jar.,negative
"I usually never give bad reviews to products but this is so bad. I have peanut butter daily, I love it so much. I got this to mix into smoothies but it is far too salty to use that way. It taste nothing like peanut butter. It is just gross.",negative
A light and crisp flaky cookie surrounding a brightly flavorful nugget of jam. The only problem - I can eat a whole box without stopping to breathe! And buying them by the case makes them very affordable. My next order is already in...,positive
"Coffee is a very subjective thing.  Some people like coffee that borders on tea, others like the stuff that a certain national chain named after a famous Battlestar Galactica pilot serves.  For the record, I love the slightly-sour taste of Dunkin Donuts coffee and I find the stuff made by ""that other chain"" to be akin to re-hydrated cigarette ash.  For many years, we still percolated coffee...with most big-name brands of pre-ground coffee, you needed a percolator to bring out the flavor in it, but again, your tastes may vary.<br /><br />With my Keurig, my favorite coffee was Paul Neumans Extra Bold....because it didn't seem Extra Bold.  Until you buy 80 of them and get tired of the flavor.  Then, my favorites were the Caribu's....but something happened to that brand (see reviews) and I agree, they did something...either they don't put as much in the cups or they changed the blend, the sourcing of the beans, etc......wasted money on Caribu and wont go back to the brand.<br /><br />So Wolfgang Puck got the nod, tried 4 different flavors.  This one, Sorrento, is not my favorite of the bunch (currently Colombian Chef's Reserve).  It has a bolder strength (which I believe hard core coffee drinkers would consider Medium), but to me it has a simple burnt flavor to it.  Cream and Sweetener don't correct for this, and thus I'm a bit disappointed....but again it was a stab in the dark.<br /><br />I think if you prefer a slightly bolder, slightly more burnt flavor in your coffee...this may be for you.  I like the character of the Colombian Chef's Reserve, but it is not as strong, and perhaps that is just what my taste is slanted towards.  I don't believe you can get a bad cup of coffee in the Wolfgang Puck line however.  Can't say the same for some other K-cup brands.",negative
"It's hard to review something like a snack bar because a lot of time it comes down to things like personal taste and preferences, but I'll try to do it as much justice as I can<br /><br />The strawberry soy joy bar has a texture that reminds me of a dense version of a nutrigrain bar, minus the filling.  It's full of fruit chunks and has a strong, fruity floral flavor.<br /><br />What I like most about these bars is that their 130 calories make them perfect for a snack, unlike many bars that are higher in calories and fat and more of a meal replacement.  It also has 3 grams of fiber and 4 grams of protein which I consider sufficient for a snack.  They do a relatively good job of tiding me over until the next meal or beating the afternoon munchies.<br /><br />That said, there are some things I do not care for, which are the reason I give them 3 stars.  The first is that visually they seem incredibly tiny for the calorie count, which makes them less satisfying in a way.  I compared them to my typical Luna bar and was surprised to find it was only 50% bigger (weight wise) than the Soy Joy bar.  Visually it looks much bigger but I'm wondering if this has to do with how dense the Soy Joy bar is.  The second is that I didn't really care for the flavor.  It was too sweet compared to things like a Luna, Odwalla, or Lara Bar, but probably on par with something like a Nutrigrain bar.  I also couldn't really tell that the flavor was strawberry.  It mostly just tasted sugary.  There were also a lot of ingredients in the bar that I couldn't taste at all.  The label mentions chocolate chips and pineapple but I couldn't taste these at all, just a generic kind of sweetness.<br /><br />Another thing worth noting is that it is not enriched with any vitamins like a lot of meal and snack bars.  This isn't a concern to me since I attempt to eat a varied and balanced diet, but does make this bar different than something like a Luna Bar that is typically enriched with a lot of vitamins and minerals.  Overall this just wasn't a bar I cared for very much.  It seemed so small for the number of calories and just tasted generically sweet and dense.<br /><br />The bottom line is that taste is subjective and you may like these bars even if I do not.  However, in my opinion I find the flavors of bars like Luna and Odwalla to be closer to what the description says and more satisfying overall.  However if you don't care for those bars and are looking for something different this may be closer to what you are looking for.",negative
"I recently changed over from dry to wet food for my cats.  Trying to find a grain, veggie and fruit free food is not easy, cats are obligate carnivores remember and don't need that stuff (do the research).  I thought I found it in this chicken product.  However, when I opened the can I noticed lots of fluid and potato starch. After spilling out the liquid and rinsing off the potato starch (why is that there anyway? A filler?) The can lost 2 oz. of weight.  With the prices of cat food going up and up, I want more not less.  Don't misunderstand me, this is a fairly good product, a little low in fat, but the cats love it just the same. I just want the company to know if they say its 5.5 oz. then don't pump it up with junk to save a few pennies.  Consumers are not stupid.",negative
A great tasting cup of coffee. If you like good flavored coffee this is for you.,positive
"The regular cola flavor has a terrible diet taste.  I hate artificial sweeteners, just can't get used to the chemical taste. I just plain don't like it at all, and poured the rest of the syrup down the drain after using only enough for 1 bottle of soda.  Yep, it's that bad.",negative
What can I say! I love peanuts M&M's. I love them more than the regular kinds. They're filling and tasty. I got one of those M&M gumball machines and filled it up with this. I just love them. Go M&M's!,positive
"So my question is, is this Chinese medicinal green tea being passed off as Japanese Matcha?<br />I have a feeling its Chinese Medicinal green tea since the majority of this package is written in Chinese language.",negative
"I use dates in my oatmeal and these are the worst ones I have ever tasted.<br /><br />The oat flour coating is definitely not a light dusting, and the flavor is only OK.<br /><br />Also, the pieces range in size from the tiniest speck to a big chunk.<br /><br />However, I think these could be good in date nut bread, and other baked goods.",negative
I ordered 3 bags and they all came melted.  $24 of wasted money.  It is only 40 degrees here so it happened either in storage or in transit.,negative
"I live in Kazakhstan and, unfortunatelly, we don't have any type of vanilla beans in our supermarkets. Plus, most of the companies simply do not have delivery to our country. Friend of mine was visiting US and I've ordered the Vanilla Beans from Arizona Vanilla Company to his temporary address. But, unfortunatelly, my parcel hasn't been delivered by indicated time and I've contacted Arizona Vanilla Company for their assistance. They found out that the parcel has been lost and offered to ship new order. I've explained my situation that friend of mine has already left US and that I live in Kazakhstan. Despite the fact that they initially do not ship anything to this direction, they kindly offered to do an exception and ship it to my home address in Kazakhstan! I was soo impressed with such high level of customer care. I've got my parcel and finally can start baking :)<br />Thank you very much for your care and support! I wish you company great success!",positive
The seller was amazing and fast so I would order from them again. But I am sad to say the tea was just not at all what I expected and I drink a lot of tea from many higher end tea houses. It had no flavor of carrots or cake in fact it was dual tasting. I just tossed it after the first cup. I was disappointed because the price was excellent and I wanted an amazing fall tea without paying $30 for just 2 oz from Teavana.,negative
"IZZE is fantastic. I tried it three days ago, and haven't been anywhere without a can or bottle of it since. It could quite possibly be the world's most perfect beverage. Nothing artificial, ingredients that you can pronounce, and a taste you just cannot beat. Slightly tart and slightly sweet, this light, bubbly drink should be experienced by everyone at least once.",positive
"I use this stuff for everything.  Purchased mainly for ""oil pulling.""  Works great as a lotion, hair oil, conditioner, lip balm, cooking oil. Love it!",positive
s a frequent shopper (and snacker) of health food stores across the tri-state area i consider myself an expert on healthy snacks.  these are my absolute favorite. i can eat an entire bag in one sitting!,positive
"I bought Oberto herky from Amazon few times a year.<br />But this thin style is simply too dry and too salty, \<br />felt like chewing bark :-(",negative
I have tried many different k-cups in my search for the strongest but non-bitter one.  This is it.  It brews dark and strong but there is no bitter aftertaste.,positive
"I was looking for a replacement for the Millstone subscripiton I had since Amazon canceled it.<br />This is a very good tasting coffee for a pod machine, however; I bought my first boxes from the warehouse to see if I even liked it before purchasing full time. Then I went into the regular menu and saw the regular price, oh boy, can't afford that! I drink alot of coffee:)",positive
"According to the manufacturer's website, this (and many of their other products) contains menadione sodium bisulfite complex.<br /><br />Menadione is a synthetic precursor for Vitamin K and has been reported to have toxic effects. The use of menadione over the natural alternatives (such as leafy greens and kelp) is only for cost-saving reasons, hence usually only found in cheaper and lower quality animal food. It's surprising that pet food at this high of a price actually contains this substance.<br /><br />Menadione is banned by the Food & Drug Administration in over-the-counter supplements due to its potential for organ toxicity. It's also banned in Europe for human consumption.<br /><br />A study in rats showed that exposure to menadione ""produced lesions in the kidney, heart, liver and lung."" Chiou et al. Toxicology 1997.<br /><br />Menadione's toxicity seems to be due to its ability to induce oxidative stress in cells.<br /><br />Do an online search for menadione and you'll find more info from a pet food watchdog trying to stop the inclusion of this substance.<br /><br />In light of recent episodes of toxic pet food and the questionable behaviors of manufacturers and our regulatory agencies, I would advise you to avoid feeding this to your cats.",negative
"These meatballs look so delicious I wanted to put marinara on them and dip some bread while I drank wine.<br />When feeding Skooter these treats, I had to be careful not to pop one in my mouth.  Thank goodness, Skooter<br />was close by, licking his chops, reminding me they were for him.!",positive
"I ordered these beans, but the ones I received were B&M Homestyle. They do not taste the same! My family does not like the Homestyle variety. This has happened twice -- the first time I thought it was a mistake and let it go. After we tried them, however, we donated the remainder to a food pantry which is probably what I will do with these too (non-returnable due to being a food item). I think that B&M may have consolidated their line and doesn't offer both anymore, but the Amazon product descrition is misleading in any case. Just because my family didn't like the flavor though, yours might. In general we love B&M products and living in Arizona, they are hard to find, so finding them on Amazon is a bonus.",negative
"i have two wonderful boxers we tried the sam's yams several years ago in attempt to get away from the nasty, unhealthy dog chews that are widely sold. these are great. my dogs love them!  so do i as they are not messy  thank goodness for amazon as i can't get these treats locally. great job. thanks. darla, cheetah and guiness.",positive
We have become addicted to Udi's.  My husband and I look forward to our bowl of Udi's as much as we look forward to our cup of coffee in the morning.  It is a quality granola that tastes fabulous.,positive
"xylitol gum may prevent cavities but the flavor lasts about 45 seconds. i'll choose<br />the aspertame flavored gum, thank you.",negative
I tried this and was disappointed that the ginger flavor is very faint and the sweetness overpowers it. I usually purchase ginger chews from another store which I really enjoy. I had high expectations that this product would have more ginger flavor and less sweetness.,negative
So we ordered this for our daughter for Christmas and when they arrived WOW was i surprised !!! Not only did we only get one box but the box we did get was CRAZY small. Top of 15 beans! i would have NEVER ordered if i had know the box was so small,negative
"The taste is not great, but it's bearable. I could not get used to the smell, the unfinished box is still sitting in my drawer and I've no plans to stock up in future.",negative
"After our father died, my sister inherited Duke, our dad's 4 month old orange tabby kitten.  My sister kept him for over a year, but decided she couldn't keep him anymore, so in 2010, I grudgingly adopted him.  (I'm sentimental and couldn't let a cat that once belonged to our dad end up in the hands of strangers.)  I am a rabid dog fanatic.  I like cats, but don't have the same enthusiasm for them that I do with dogs.  I never had a feline companion of my own, so Duke became my ""starter cat"".  Well, I turned out to be lucky.  Duke is not the hide-under-the-bed-and-hiss kind of cat.  He's adorable, funny, affectionate, and loves Slappy, my elderly German Shepherd mix.  He's definitely a keeper and I love him to pieces.  He's three years old now, and he's stuck with me for life.<br /><br />So, being that Duke is my first cat, everything is a learning process.  I thought that semi-solid, extremely smelly poop was simply a variation of the norm for cats.  I was feeding Duke Before Grain, pretty much since the day I got him.  Duke liked it and had no problem scarfing it down.  (The little fattie will eat anything.)  I liked the quality ingredients and the lack of filler grains.  Meanwhile, his ""Litter Box of Horrors"" was a nightmare to clean.  The stench was overpowering.  Duke would do his business and the poop would stick to his legs.  I had to throw him in the shower several times a month.  Eventually, I had to follow him around the house with baby wipes after he used his litter box or else he'd leave stinky poop stains on my floor, couch, bed, or carpet.  I simply figured that since he's fat, he couldn't clean himself well.  I never attributed it to the food.  Why would I?  I assumed I was giving him the best.<br /><br />Last year, he was treated for a urinary blockage caused by struvite crystals.  Then, a few months ago, while wiping his butt with baby wipes, I found blood.  Quite a bit of it.  I opened his litter box, and his stool was covered in blood.  Off to the vet we went.  No problems detected.  Lots of money spent.  I was told to put him on Hill's Science Diet.  That stuff is garbage and if ANY vet tells you to put your cat or dog on it, it's time to find a new vet.  Anyway, the bloody poop happened again a few days later.  I decided that yes, I was going to change his diet, but no, it wouldn't be Hill's Science Diet.  Taste of The Wild ended up being my choice.  Within days, all the problems went away.  Duke has very firm stool now, there's no blood, the litter box stench is more tolerable, and no more ""Hershey's Kisses"" on everything he sits on.  No more baby wipes and showers, so I don't have to hear his mournful cries when he's subjected to being scrubbed down.<br /><br />I'm not saying that B.G. is a bad food, but I'm saying it was a very bad option for me and my cat.  There was something in there that my cat couldn't tolerate.  I won't buy it again.  I'll keep him on a combination of TOTW and raw.  It works for him.",negative
Why are all German products so expensive on Amazon ??<br />I would buy more German candy if it wouldn't be so high !<br />These taste so good I used to eat them all the time but I can't find these in US stores.,positive
"I think it's delicious. It takes a little less water to cook than regular brown rice (one cup rice/three cups water, as opposed to four), and has a nice, nutty flavor when cooked. Smells great, too. Works great thrown in soups, I must say, I really never liked brown rice much till I started using this sprouted stuff.",positive
"I was very disappointed with the freshness of this product.  I should have listened to the other reviewer.  I had ordered the 36 pack of bars last year and they were so fresh!  I thought the individual pieces would be more convenient.  It must be a different vendor.  I would try to return them, but the other reviewer said they are non-returnable.  Unfortunately, I ordered 4 tubs as gifts.",negative
"This is some exceptional coffee.<br /><br />I have always preferred a Kenya roast and Reggie's has met and exceeded any other brand I have had by far.<br /><br />Very smooth & oh so tasty!<br /><br />I'd highly recommend Reggie's Roast Premium Ground Coffee Kenya AA to any & all coffee lovers!<br /><br />Will definately be ordering more.<br /><br />Big thumbs up as well as a big thanks to ""Reggie"" for a fine, fine cup of joe!",positive
"First of all, this noodle is NOT spicy at all. Even after adding the entire pack of the spice into the bowl, I didn't feel the ""spicy"" sensation in my mouth.<br /><br />BUT... that is not the reason why I am giving this product a 1-star rating. The reason is that the product is actually quite salty. Of course one can always adjust the amount of spice that he/she adds into the bowl but the name of this product is ""Spicy Chicken"" , not ""Salty Chicken"".<br /><br />Aside from it not being spicy but quite salty, there is also quite a bit of curry flavor in it. I am a big fan of curry...but I like the ""real"" freshly made curry that requires at least one whole day of prep time. The artificial curry flavor, plus the saltiness, PLUS it not being spicy, prompts me to give this product a low rating.<br /><br />Come to think of it, actually, there are also 2 other reasons behind my 1-star rating aside from the taste. (1) Amazon doesn't have a rating system that goes below 1-star... and (2) If/when I am about to starve to death with less than 10 cents left in my bank accounts and this is the only food available in my house ( NOT even any dog or cat food left), would I go for this noodle? Heck Yeah...",negative
"Like another reviewer said, upon opening the bag I noticed that the beans did not smell or have any oil. The taste is not good to say the least.  I have to mix other blends to drink this coffee, because I bought three bags!  Thanks Amazon.  I will not buy coffee from here again.",negative
I was looking for new coffee better flavor when I found jet fuel read all the reviews and went ahead and ordered it so far I have ordered twice at fifty in a box great price great coffee,positive
"I was going out of town for X-Mas and thought these would keep my boys a bit entertained while I was gone.  I have two smallish (15 pound) Boston Terriers and they each completely destroyed one of these in about five minutes.<br />The ball works OK for a fetch toy, but aside from that, these really sucks.",negative
